iteration,method,total_loss,query_loss,L_T,L_GY,L_G,L_S,L_R,L_C,L_O,L_delta,general_domain_accuracy_batch,specific_domain_accuracy_batch,mean_absolute_specific_residual,outer_gradient_norm,grl_strength,source_validation_mae_cycles,source_validation_general_domain_accuracy,source_validation_specific_domain_accuracy,support_loss,inner_update_specific_encoder,inner_update_general_head
430,hybrid,0.2762577533721924,0.08010265231132507,0.08010265231132507,0.060436539351940155,1.9749737977981567,1.3246606588363647,0.06447155773639679,0.028037110343575478,5.8653786254581064e-05,0.029421836137771606,0.125,0.5,64.199951171875,1.5725995302200317,0.8923476744615408,,,,0.01854071021080017,0.0038332738913595676,0.00533937755972147
431,hybrid,0.21086309850215912,0.04227612167596817,0.04227612167596817,0.056928351521492004,2.000281810760498,0.7824109792709351,0.05663527920842171,0.03978091850876808,3.308378654764965e-05,0.023662418127059937,0.125,0.875,54.312355041503906,1.4954913854599,0.8930247102093629,,,,0.04834809899330139,0.004728441592305899,0.009358313865959644
432,hybrid,0.2526547312736511,0.05786879360675812,0.05786879360675812,0.08280909061431885,1.8530402183532715,1.1589508056640625,0.12186193466186523,0.1503174901008606,5.7114077208098024e-05,0.05948478356003761,0.25,0.625,115.84727478027344,1.4705162048339844,0.8936977272038724,,,,0.19668132066726685,0.04353257268667221,0.011018862947821617
433,hybrid,0.3730221092700958,0.17898038029670715,0.17898038029670715,0.06895110011100769,1.7376902103424072,1.3831963539123535,0.13552071154117584,0.21270523965358734,3.2477757486049086e-05,0.039243508130311966,0.375,0.625,84.70707702636719,2.4569146633148193,0.8943667462978491,,,,0.10881730914115906,0.009826134890317917,0.013565265573561192
434,hybrid,0.23043662309646606,0.06146868318319321,0.06146868318319321,0.030339278280735016,2.071949005126953,0.9670236110687256,0.06533932685852051,0.1165313795208931,0.00010195238428423181,0.029954146593809128,0.0,0.75,72.32633972167969,1.7401435375213623,0.8950317882736938,,,,0.04747345298528671,0.008682630956172943,0.007769348565489054
435,hybrid,0.38732361793518066,0.1485261172056198,0.1485261172056198,0.16993477940559387,2.0273261070251465,0.9829254150390625,0.10095895081758499,0.22776959836483002,3.525403008097783e-05,0.029888372868299484,0.25,0.625,79.82421875,2.91174578666687,0.8956928738431646,,,,0.047007955610752106,0.0051080649718642235,0.007996102795004845
436,hybrid,0.2338361293077469,0.0382564477622509,0.0382564477622509,0.07836102694272995,2.107454776763916,0.9867680072784424,0.12918035686016083,0.0361441969871521,3.678624125313945e-05,0.03440996631979942,0.125,0.625,79.7203369140625,0.9401217699050903,0.8963500236471118,,,,0.18401168286800385,0.01057144533842802,0.018859071657061577
437,hybrid,0.25258153676986694,0.04447006434202194,0.04447006434202194,0.05069500952959061,2.02921462059021,1.5760916471481323,0.1703975796699524,0.07635080814361572,6.37072225799784e-05,0.030554160475730896,0.25,0.5,76.64032745361328,0.9389685988426208,0.8970032582552308,,,,0.06804736703634262,0.008093130774796009,0.011881709098815918
438,hybrid,0.2339288592338562,0.05532670393586159,0.05532670393586159,0.06336826086044312,1.9846036434173584,0.9171922206878662,0.09607604146003723,0.08338262885808945,3.512516195769422e-05,0.03326993063092232,0.25,0.5,79.46395874023438,1.1913206577301025,0.8976525981658168,,,,0.12851746380329132,0.009014209732413292,0.016750171780586243
439,hybrid,0.24873395264148712,0.07227857410907745,0.07227857410907745,0.09089317917823792,1.893479824066162,0.7053326368331909,0.07825096696615219,0.026514222845435143,4.9912690883502364e-05,0.020021630451083183,0.25,0.625,66.61969757080078,1.5016865730285645,0.8982980638055307,,,,0.15441715717315674,0.00776510126888752,0.015692349523305893
440,hybrid,0.28506147861480713,0.08188973367214203,0.08188973367214203,0.11641699075698853,2.01065731048584,0.82908034324646,0.10468985885381699,0.19010475277900696,4.2846186261158437e-05,0.027990547940135002,0.125,0.75,52.3994255065918,1.892950177192688,0.898939675529173,,,,0.04196043312549591,0.00346987321972847,0.009853502735495567
441,hybrid,0.2579575181007385,0.05277972295880318,0.05277972295880318,0.13795524835586548,2.0056426525115967,0.6833838820457458,0.11078207939863205,0.05931084603071213,3.046548954444006e-05,0.047665566205978394,0.25,0.875,88.84398651123047,1.5274993181228638,0.8995774536194672,,,,0.013322536833584309,0.002066562185063958,0.002490104641765356
442,hybrid,0.3783126175403595,0.12409047782421112,0.12409047782421112,0.19511251151561737,1.8872665166854858,1.133075475692749,0.07034355401992798,0.4924079179763794,2.279604086652398e-05,0.02104092575609684,0.125,0.625,61.09534454345703,1.7953637838363647,0.9002114182868459,,,,0.16369152069091797,0.008052879944443703,0.018977006897330284
443,hybrid,0.1886334866285324,0.028954006731510162,0.028954006731510162,0.04166536033153534,1.8906084299087524,0.8608896732330322,0.08617156744003296,0.03758822754025459,7.90123303886503e-05,0.03349114954471588,0.125,0.625,60.529624938964844,1.1553462743759155,0.9008415896692532,,,,0.048125818371772766,0.003439731663092971,0.006822459399700165
444,hybrid,0.2645709216594696,0.05716928094625473,0.05716928094625473,0.11351878941059113,2.0772576332092285,0.9125760793685913,0.10145561397075653,0.007563990540802479,5.010622408008203e-05,0.05984674394130707,0.125,0.5,108.89754486083984,1.2766456604003906,0.9014679878319465,,,,0.10714344680309296,0.0057762740179896355,0.01356918178498745
445,hybrid,0.24908983707427979,0.05396174639463425,0.05396174639463425,0.09033414721488953,1.943713665008545,1.0099290609359741,0.06764683872461319,0.15628542006015778,5.288441388984211e-05,0.0390281081199646,0.25,0.75,87.25958251953125,2.5072572231292725,0.9020906327673135,,,,0.04491693153977394,0.004778621252626181,0.006483729928731918
446,hybrid,0.24639087915420532,0.05740765482187271,0.05740765482187271,0.07422467321157455,2.124321222305298,0.8856815099716187,0.09554870426654816,0.03665408864617348,3.0320736186695285e-05,0.048431627452373505,0.0,0.5,86.1031265258789,1.5558154582977295,0.9027095443946895,,,,0.10238532721996307,0.0051936982199549675,0.010724851861596107
447,hybrid,0.23034632205963135,0.02532768063247204,0.02532768063247204,0.09241600334644318,2.0226056575775146,1.1247351169586182,0.08271893113851547,0.05780656263232231,4.9188307457370684e-05,0.03784838318824768,0.0,0.625,82.00967407226562,1.1504912376403809,0.9033247425601898,,,,0.0691455602645874,0.0078108953312039375,0.01137477345764637
448,hybrid,0.1913011372089386,0.024476028978824615,0.024476028978824615,0.03505517542362213,1.877733826637268,1.0711798667907715,0.14258551597595215,0.0409640297293663,0.00010396265133749694,0.015296170487999916,0.125,0.625,52.94172668457031,0.8049179911613464,0.9039362470365431,,,,0.019058434292674065,0.003169432282447815,0.00442670751363039
449,hybrid,0.2998231053352356,0.11248202621936798,0.11248202621936798,0.11096598207950592,1.8260036706924438,0.7821958065032959,0.1042725220322609,0.03679162636399269,8.938866812968627e-05,0.03656766191124916,0.125,0.75,87.26728820800781,1.674274206161499,0.9045440775229363,,,,0.14824922382831573,0.008069172501564026,0.01158093847334385
450,hybrid,0.31403952836990356,0.09586182981729507,0.09586182981729507,0.15073354542255402,1.8127690553665161,0.9909249544143677,0.07001227140426636,0.18831543624401093,8.03045040811412e-05,0.0421764999628067,0.375,0.5,86.49443817138672,1.6779650449752808,0.9051482536448667,251.31304931640625,0.1111111111111111,0.1111111111111111,0.12695087492465973,0.011538203805685043,0.008651409298181534
451,hybrid,0.19558370113372803,0.02389567531645298,0.02389567531645298,0.05031305551528931,1.9661855697631836,0.9404487013816833,0.057752128690481186,0.05962246283888817,8.604717731941491e-05,0.02516978606581688,0.25,0.75,67.09007263183594,1.6864004135131836,0.905748794953996,,,,0.13005617260932922,0.01280415803194046,0.009822809137403965
452,hybrid,0.13761308789253235,0.011015741154551506,0.011015741154551506,0.01867081969976425,1.5817862749099731,0.739041805267334,0.09691469371318817,0.023471876978874207,7.90006888564676e-05,0.015877678990364075,0.375,0.75,44.72333526611328,0.518723726272583,0.9063457209280197,,,,0.229995459318161,0.015859901905059814,0.016020238399505615
453,hybrid,0.18975336849689484,0.015439355745911598,0.015439355745911598,0.04441682994365692,1.9458471536636353,1.0678119659423828,0.07486890256404877,0.06529238820075989,7.49556566006504e-05,0.020299213007092476,0.25,0.625,55.554588317871094,0.8539648652076721,0.9069390509705371,,,,0.05702771246433258,0.0077459984458982944,0.00726007716730237
454,hybrid,0.19738508760929108,0.018307361751794815,0.018307361751794815,0.07266315072774887,2.0114028453826904,0.8063665628433228,0.0847894549369812,0.09722714871168137,4.083913518115878e-05,0.037125684320926666,0.25,0.625,81.9732666015625,1.225917100906372,0.9075288044109304,,,,0.12778817117214203,0.00922695267945528,0.015427298843860626
455,hybrid,0.33577725291252136,0.10661020874977112,0.10661020874977112,0.12665927410125732,1.9336538314819336,1.3109230995178223,0.07632750272750854,0.28410783410072327,4.4900403736392036e-05,0.0037404862232506275,0.25,0.375,25.31930923461914,1.6840598583221436,0.9081150005042511,,,,0.012778379954397678,0.0020720523316413164,0.005648641847074032
456,hybrid,0.44008442759513855,0.1271691769361496,0.1271691769361496,0.2032882422208786,2.3518104553222656,1.7473711967468262,0.08595401048660278,0.5431962013244629,6.45124091533944e-05,0.019918076694011688,0.125,0.25,54.276527404785156,1.709644079208374,0.9086976584311124,,,,0.07662953436374664,0.00658715283498168,0.010804906487464905
457,hybrid,0.2635119557380676,0.07149642705917358,0.07149642705917358,0.06854519248008728,2.0190508365631104,1.0826376676559448,0.10639984905719757,0.15571990609169006,5.0784379709511995e-05,0.03677073493599892,0.25,0.5,80.550537109375,1.6584471464157104,0.9092767972975886,,,,0.06087569519877434,0.004496125970035791,0.005359610542654991
458,hybrid,0.2873871922492981,0.057524435222148895,0.057524435222148895,0.12988446652889252,2.0402708053588867,1.2116734981536865,0.11360416561365128,0.11607473343610764,5.2077510190429166e-05,0.02601388469338417,0.25,0.625,65.45051574707031,1.0544685125350952,0.9098524361351199,,,,0.01979716867208481,0.003992762416601181,0.00540148327127099
459,hybrid,0.17002323269844055,0.02058902010321617,0.02058902010321617,0.041226089000701904,1.756157636642456,0.8050743341445923,0.06313144415616989,0.010806795209646225,3.3501470170449466e-05,0.019862961024045944,0.375,0.625,53.15126419067383,1.0898348093032837,0.9104245939004263,,,,0.030784564092755318,0.00451412471011281,0.008694818243384361
460,hybrid,0.20024868845939636,0.052018724381923676,0.052018724381923676,0.029046708717942238,1.7441151142120361,0.9121884107589722,0.08154222369194031,0.00489589711651206,5.5404820159310475e-05,0.026475194841623306,0.375,0.75,60.740150451660156,1.44243586063385,0.910993289475426,,,,0.1444569081068039,0.021750174462795258,0.014630382880568504
461,hybrid,0.20521043241024017,0.03798435255885124,0.03798435255885124,0.05082970857620239,1.8364756107330322,0.972652018070221,0.090074323117733,0.04162028431892395,5.5477947171311826e-05,0.03734931722283363,0.25,0.75,77.21070861816406,1.161326289176941,0.9115585416671581,,,,0.07107363641262054,0.0077725742012262344,0.009496649727225304
462,hybrid,0.2796991467475891,0.062130555510520935,0.062130555510520935,0.12937209010124207,2.1837515830993652,0.8114931583404541,0.11348331719636917,0.19576403498649597,4.402812919579446e-05,0.027353763580322266,0.25,0.625,66.95906829833984,1.7447218894958496,0.9121203692077176,,,,0.08638851344585419,0.011136380955576897,0.011913133785128593
463,hybrid,0.2937032878398895,0.07800218462944031,0.07800218462944031,0.16175687313079834,2.0238466262817383,0.6154361963272095,0.0777038186788559,0.20590679347515106,3.72298491129186e-05,0.022063525393605232,0.25,0.75,45.96329116821289,2.009427070617676,0.9126787907541885,,,,0.08029027283191681,0.01270969770848751,0.009403159841895103
464,hybrid,0.18913990259170532,0.025145377963781357,0.025145377963781357,0.05705919861793518,1.9459892511367798,0.702277660369873,0.11136744171380997,0.18910592794418335,4.093764437129721e-05,0.04645036160945892,0.375,0.75,92.28053283691406,0.7687056660652161,0.9132338248885907,,,,0.10195881128311157,0.010982848703861237,0.011168617755174637
465,hybrid,0.3106180429458618,0.08794350177049637,0.08794350177049637,0.16549387574195862,1.9571908712387085,0.8159815669059753,0.08799507468938828,0.033589791506528854,6.436145486077294e-05,0.052484795451164246,0.125,0.625,101.44915771484375,1.3831137418746948,0.9137854901178277,,,,0.07000099867582321,0.009557768702507019,0.007051615510135889
466,hybrid,0.22444386780261993,0.06036106124520302,0.06036106124520302,0.05469012260437012,1.8378856182098389,0.8633040189743042,0.08939273655414581,0.07669828832149506,3.410397039260715e-05,0.017023185268044472,0.25,0.75,45.73936462402344,1.5740985870361328,0.9143338048736411,,,,0.051641881465911865,0.003701297100633383,0.007494383491575718
467,hybrid,0.20587478578090668,0.027713533490896225,0.027713533490896225,0.1035982072353363,1.747586727142334,0.744200587272644,0.0995737686753273,0.07282950729131699,3.494332486297935e-05,0.048397310078144073,0.375,0.75,91.8271255493164,1.7379109859466553,0.9148787875125737,,,,0.06399309635162354,0.003988059237599373,0.005806418135762215
468,hybrid,0.2534862756729126,0.07693510502576828,0.07693510502576828,0.05146406590938568,2.0042014122009277,0.9842498302459717,0.10428552329540253,0.03108043223619461,3.876891787513159e-05,0.0425354428589344,0.125,0.625,84.38861083984375,1.1513080596923828,0.9154204563159325,,,,0.0967436134815216,0.022161712870001793,0.008676239289343357
469,hybrid,0.2680245041847229,0.06878265738487244,0.06878265738487244,0.10016338527202606,2.0178205966949463,0.9184640645980835,0.10018603503704071,0.13056311011314392,4.235389133100398e-05,0.038012780249118805,0.125,0.75,82.06962585449219,1.2470179796218872,0.9159588294897656,,,,0.015177061781287193,0.0031639677472412586,0.00421290984377265
470,hybrid,0.16867633163928986,0.025304511189460754,0.025304511189460754,0.02571423165500164,1.7772793769836426,0.8074536919593811,0.11430226266384125,0.010721064172685146,5.923182834521867e-05,0.027203675359487534,0.375,0.75,66.44898986816406,0.8010300397872925,0.9164939251648361,,,,0.019691724330186844,0.003179246559739113,0.0030982017051428556
471,hybrid,0.270958811044693,0.07319550961256027,0.07319550961256027,0.12071137875318527,1.742365837097168,0.8333569169044495,0.06511382758617401,0.7940501570701599,4.7496563638560474e-05,0.02936064824461937,0.375,0.625,69.37550354003906,1.6770567893981934,0.9170257613966084,,,,0.03671746701002121,0.0025422205217182636,0.00594976544380188
472,hybrid,0.24977749586105347,0.023530174046754837,0.023530174046754837,0.12455068528652191,2.2329354286193848,1.0207079648971558,0.08972568809986115,0.032466694712638855,4.131794412387535e-05,0.06745503842830658,0.0,0.625,109.32260131835938,0.9648275375366211,0.917554356165234,,,,0.028406865894794464,0.001800532452762127,0.0052578141912817955
473,hybrid,0.17323286831378937,0.010278595611453056,0.010278595611453056,0.037503521889448166,1.9604874849319458,0.9002058506011963,0.09176135808229446,0.021335085853934288,2.481670890119858e-05,0.03661063313484192,0.0,0.75,68.23062133789062,0.5907781720161438,0.9180797273755483,,,,0.11720257252454758,0.02265036292374134,0.007347557228058577
474,hybrid,0.21186277270317078,0.01582443341612816,0.01582443341612816,0.07556818425655365,1.9750823974609375,1.1685818433761597,0.08512471616268158,0.01655428856611252,5.06530050188303e-05,0.05374987795948982,0.375,0.5,104.62037658691406,0.8111483454704285,0.9186018928570672,,,,0.19281262159347534,0.007798967882990837,0.019536737352609634
475,hybrid,0.2024068385362625,0.022930631414055824,0.022930631414055824,0.06156226620078087,1.9703760147094727,0.9857962131500244,0.05967839062213898,0.0259791798889637,3.838753036689013e-05,0.029515372589230537,0.125,0.5,72.35267639160156,0.9244922995567322,0.9191208703639935,302.001708984375,0.1111111111111111,0.1111111111111111,0.07951174676418304,0.019917791709303856,0.00701236492022872
476,hybrid,0.2231418341398239,0.03038709983229637,0.03038709983229637,0.09245175123214722,1.8398346900939941,1.0651652812957764,0.08458025008440018,0.03713323548436165,4.696030373452231e-05,0.06122440844774246,0.375,0.625,114.03237915039062,1.0228381156921387,0.9196366775752258,,,,0.03956597298383713,0.0047039068304002285,0.006696793716400862
477,hybrid,0.2213524878025055,0.028050610795617104,0.028050610795617104,0.0725238174200058,1.763842225074768,1.3193211555480957,0.11479036509990692,0.16843973100185394,4.119442019145936e-05,0.04906513914465904,0.375,0.5,80.63092041015625,0.7700128555297852,0.9201493320943726,,,,0.07768838107585907,0.007083544973284006,0.012951998971402645
478,hybrid,0.18334220349788666,0.04838268458843231,0.04838268458843231,0.012171405367553234,1.7642849683761597,0.7759650945663452,0.11690366268157959,0.06657049804925919,5.799145583296195e-05,0.025979774072766304,0.375,0.875,67.07025146484375,1.2947877645492554,0.9206588514497711,,,,0.06068827211856842,0.0055864229798316956,0.006368786562234163
479,hybrid,0.24109692871570587,0.03609495982527733,0.03609495982527733,0.0743788629770279,2.0006086826324463,1.3084735870361328,0.0954393744468689,0.13340719044208527,3.343194111948833e-05,0.06962642073631287,0.25,0.375,116.8165512084961,0.8464094400405884,0.9211652530945125,,,,0.028234312310814857,0.0064672501757740974,0.01065786462277174
480,hybrid,0.23725244402885437,0.06739504635334015,0.06739504635334015,0.08834093809127808,1.7982730865478516,0.6919084787368774,0.0902310386300087,0.024930573999881744,3.632745210779831e-05,0.025862546637654305,0.625,0.875,63.1531867980957,1.0423698425292969,0.9216685544064713,,,,0.05086487904191017,0.010467148385941982,0.009293848648667336
481,hybrid,0.19755147397518158,0.031492553651332855,0.031492553651332855,0.06357243657112122,1.9492554664611816,0.7162996530532837,0.09073101729154587,0.00465779285877943,3.8473164750030264e-05,0.04066738486289978,0.25,0.75,89.47564697265625,1.281491994857788,0.9221687726883376,,,,0.046822093427181244,0.006675323937088251,0.006544727832078934
482,hybrid,0.21129050850868225,0.022225521504878998,0.022225521504878998,0.048543401062488556,2.0401041507720947,1.231576681137085,0.09633074700832367,0.020390339195728302,5.42552734259516e-05,0.0414971224963665,0.25,0.25,88.58222961425781,0.7469562292098999,0.9226659251676561,,,,0.0657212883234024,0.002859091851860285,0.009188749827444553
483,hybrid,0.2377668172121048,0.04424893856048584,0.04424893856048584,0.11086760461330414,2.01975154876709,0.7189240455627441,0.09848158806562424,0.011686240322887897,4.1475574107607827e-05,0.04818618670105934,0.0,0.875,92.99219512939453,1.1661537885665894,0.9231600289968693,,,,0.17923709750175476,0.027034087106585503,0.011699331924319267
484,hybrid,0.24348700046539307,0.04604237899184227,0.04604237899184227,0.06978797167539597,2.160578727722168,1.0628548860549927,0.10072290152311325,0.03395155817270279,3.299098534625955e-05,0.031873639672994614,0.125,0.5,71.5133056640625,1.9808536767959595,0.9236511012533641,,,,0.141270250082016,0.01981670781970024,0.013112235814332962
485,hybrid,0.2775532603263855,0.07286857813596725,0.07286857813596725,0.11750605702400208,1.8663926124572754,1.031648874282837,0.08082720637321472,0.018089549615979195,5.826013148180209e-05,0.03982527554035187,0.375,0.5,84.32960510253906,1.7278046607971191,0.9241391589395249,,,,0.019694585353136063,0.002455176319926977,0.004867744632065296
486,hybrid,0.22851713001728058,0.04470299929380417,0.04470299929380417,0.08230844885110855,2.0819122791290283,0.7371659278869629,0.10914723575115204,0.05885763093829155,5.255304495221935e-05,0.025425711646676064,0.125,0.625,62.72378158569336,1.3623331785202026,0.9246242189827882,,,,0.018806159496307373,0.002264441456645727,0.0038402581121772528
487,hybrid,0.19702722132205963,0.037197358906269073,0.037197358906269073,0.07002653181552887,1.875056266784668,0.5643371939659119,0.08496435731649399,0.19612909853458405,5.79556763113942e-05,0.03540872782468796,0.25,0.875,82.82933044433594,1.0303661823272705,0.9251062982357035,,,,0.16095197200775146,0.010786211118102074,0.011831419542431831
488,hybrid,0.315681517124176,0.09816572070121765,0.09816572070121765,0.17870807647705078,1.8003876209259033,0.7053393125534058,0.09104877710342407,0.19376984238624573,8.465201244689524e-05,0.026399511843919754,0.375,0.875,74.62913513183594,1.5115300416946411,0.9255854134759978,,,,0.010572746396064758,0.0008559366688132286,0.0020281041506677866
489,hybrid,0.132920503616333,0.014614599756896496,0.014614599756896496,0.02918492630124092,1.4629502296447754,0.5876626968383789,0.09173744916915894,0.024572651833295822,6.328311428660527e-05,0.019071176648139954,0.625,0.875,45.55664825439453,0.9374850392341614,0.9260615814066457,,,,0.10153639316558838,0.016852859407663345,0.009230799973011017
490,hybrid,0.3646751642227173,0.1406252384185791,0.1406252384185791,0.16847988963127136,1.8574649095535278,0.8620260953903198,0.07136064767837524,0.30984219908714294,4.3286479922244325e-05,0.02294267900288105,0.25,0.625,48.92138671875,3.4200527667999268,0.9265348186559406,,,,0.06930721551179886,0.006205783225595951,0.008100897073745728
491,hybrid,0.22195184230804443,0.05060651898384094,0.05060651898384094,0.0949644073843956,1.8505847454071045,0.5416706800460815,0.08904333412647247,0.33143365383148193,4.637009260477498e-05,0.045127712190151215,0.375,1.0,87.12490844726562,1.6972603797912598,0.9270051417775711,,,,0.011471256613731384,0.0039711520075798035,0.005104809068143368
492,hybrid,0.18992726504802704,0.021126611158251762,0.021126611158251762,0.06763536483049393,2.0904383659362793,0.5921391248703003,0.07134406268596649,0.011232786811888218,5.65018635825254e-05,0.027779046446084976,0.375,0.75,67.79601287841797,1.1786093711853027,0.9274725672507034,,,,0.026225440204143524,0.005236505065113306,0.0038150630425661802
493,hybrid,0.21421919763088226,0.02611554227769375,0.02611554227769375,0.0705704316496849,1.856291651725769,1.173039436340332,0.0684666633605957,0.06305138021707535,4.658648686017841e-05,0.03624828904867172,0.125,0.375,72.96102905273438,1.0248181819915771,0.9279371114800652,,,,0.042154937982559204,0.0031408541835844517,0.007289504632353783
494,hybrid,0.26987335085868835,0.06359070539474487,0.06359070539474487,0.08703330159187317,1.9443597793579102,1.2497953176498413,0.0708969235420227,0.232992023229599,5.9126850828761235e-05,0.018739793449640274,0.125,0.5,62.310733795166016,2.2358782291412354,0.9283987907960336,,,,0.038071002811193466,0.0034970457199960947,0.005505872890353203
495,hybrid,0.20844711363315582,0.052830614149570465,0.052830614149570465,0.09472095221281052,1.9340252876281738,0.20415309071540833,0.10177665203809738,0.031073199585080147,4.466957034310326e-05,0.018162518739700317,0.25,1.0,59.002174377441406,1.4619150161743164,0.9288576214547277,,,,0.14875885844230652,0.011405691504478455,0.011062325909733772
496,hybrid,0.17836825549602509,0.029624560847878456,0.029624560847878456,0.042004894465208054,1.901305913925171,0.6288921236991882,0.09252576529979706,0.02658330462872982,4.031926073366776e-05,0.03984859585762024,0.25,0.875,86.42987060546875,0.7917559742927551,0.9293136196381049,,,,0.06111197546124458,0.0043068742379546165,0.005671556107699871
497,hybrid,0.31330081820487976,0.0908527672290802,0.0908527672290802,0.1711542010307312,1.9940980672836304,0.7157847285270691,0.10377110540866852,0.02809017151594162,7.357434515142813e-05,0.057416900992393494,0.125,0.5,104.40568542480469,1.5935993194580078,0.9297668014540594,,,,0.04405456781387329,0.007196530699729919,0.00759493513032794
498,hybrid,0.15616543591022491,0.011475902050733566,0.011475902050733566,0.05614498257637024,1.9694393873214722,0.3369179964065552,0.11489930003881454,0.011488886550068855,5.1388917199801654e-05,0.03478251025080681,0.125,0.875,81.48388671875,0.6360599994659424,0.9302171829365262,,,,0.04423396661877632,0.0029515440110117197,0.005553606431931257
499,hybrid,0.2714099884033203,0.04809270799160004,0.04809270799160004,0.17593050003051758,1.9672162532806396,0.6895263195037842,0.08466824144124985,0.1612832099199295,3.874508911394514e-05,0.054977063089609146,0.125,0.75,96.23140716552734,1.340137004852295,0.9306647800455865,,,,0.047241728752851486,0.005730962380766869,0.006017555948346853
500,hybrid,0.23413477838039398,0.04860010743141174,0.04860010743141174,0.05842920020222664,2.0343987941741943,1.0695581436157227,0.0896473377943039,0.018670957535505295,3.055794149986468e-05,0.038722723722457886,0.25,0.75,76.90784454345703,0.9273913502693176,0.9311096086675774,285.5403137207031,0.0,0.3333333333333333,0.05465186387300491,0.008367066271603107,0.008318950422108173
501,hybrid,0.19406358897686005,0.024218469858169556,0.024218469858169556,0.05707902833819389,1.9573665857315063,0.8291598558425903,0.16658002138137817,0.027750404551625252,2.1961444872431457e-05,0.03574391081929207,0.25,0.75,73.64696502685547,0.6285921931266785,0.9315516846152081,,,,0.05130087584257126,0.007806086912751198,0.006407945416867733
502,hybrid,0.42756325006484985,0.13777919113636017,0.13777919113636017,0.2159816026687622,2.2411134243011475,1.3468244075775146,0.16772282123565674,0.06909683346748352,5.642120595439337e-05,0.027584198862314224,0.125,0.5,68.99947357177734,2.4312360286712646,0.9319910236276725,,,,0.06469577550888062,0.008822048082947731,0.009192454628646374
503,hybrid,0.31327682733535767,0.08184430748224258,0.08184430748224258,0.17380259931087494,2.0714635848999023,0.7078520059585571,0.07877212762832642,0.4713455140590668,3.2785494113340974e-05,0.0639304667711258,0.0,0.75,104.29029083251953,1.2709293365478516,0.9324276413707713,,,,0.029227109625935555,0.006091926712542772,0.007817817851901054
504,hybrid,0.20398609340190887,0.055325571447610855,0.055325571447610855,0.06545557081699371,1.6764228343963623,0.6117234230041504,0.0703415498137474,0.07953247427940369,2.7855654479935765e-05,0.026423625648021698,0.375,0.875,64.60919189453125,1.2428046464920044,0.932861553437035,,,,0.04189915955066681,0.008643469773232937,0.006002469919621944
505,hybrid,0.12795215845108032,0.017582226544618607,0.017582226544618607,0.01636149361729622,1.6059849262237549,0.4226844310760498,0.057751819491386414,0.01583094149827957,6.818710244260728e-05,0.019188806414604187,0.25,1.0,62.86912536621094,0.5158229470252991,0.9332927753458491,,,,0.021075375378131866,0.002844039583578706,0.0043202051892876625
506,hybrid,0.22438986599445343,0.04500860720872879,0.04500860720872879,0.1093917116522789,1.9060254096984863,0.5489792823791504,0.10626161843538284,0.08113705366849899,6.370081246132031e-05,0.06054399535059929,0.375,0.75,108.99417877197266,0.6942883133888245,0.9337213225435839,,,,0.020149538293480873,0.006437571253627539,0.0031678215600550175
507,hybrid,0.1690332442522049,0.020495466887950897,0.020495466887950897,0.034911103546619415,1.9860758781433105,0.6007665395736694,0.12818476557731628,0.041548337787389755,4.391086986288428e-05,0.042327217757701874,0.125,0.625,89.34676361083984,0.8916608691215515,0.9341472104037276,,,,0.024817608296871185,0.004638936370611191,0.005036081187427044
508,hybrid,0.18348973989486694,0.033357832580804825,0.033357832580804825,0.026098957285284996,1.8087522983551025,0.8747846484184265,0.2409294992685318,0.04703865945339203,3.725223723449744e-05,0.025519000366330147,0.25,0.75,72.38601684570312,1.2999038696289062,0.9345704542270195,,,,0.06152045354247093,0.007403531111776829,0.009503854438662529
509,hybrid,0.21550491452217102,0.039911817759275436,0.039911817759275436,0.0987875685095787,1.845886468887329,0.6390866041183472,0.13281472027301788,0.057780586183071136,3.992909478256479e-05,0.04430333152413368,0.25,0.75,94.922607421875,1.3213690519332886,0.9349910692415895,,,,0.11980123072862625,0.022886622697114944,0.011641412042081356
510,hybrid,0.20881816744804382,0.0319908931851387,0.0319908931851387,0.05504096299409866,2.1264090538024902,0.8100875020027161,0.10357920080423355,0.14158600568771362,2.4517421479686163e-05,0.030060352757573128,0.25,0.75,74.72919464111328,1.235741138458252,0.9354090706030991,,,,0.035230230540037155,0.005696489475667477,0.008456587791442871
511,hybrid,0.21925179660320282,0.021172547712922096,0.021172547712922096,0.11522570997476578,1.8057818412780762,0.9594324827194214,0.07556278258562088,0.13931715488433838,3.401569847483188e-05,0.05654153972864151,0.25,0.75,90.2528076171875,0.9100629091262817,0.9358244733948848,,,,0.016731021925807,0.002304237801581621,0.005454290192574263
512,hybrid,0.25436198711395264,0.07199093699455261,0.07199093699455261,0.1081467866897583,1.8874387741088867,0.6308609843254089,0.0875784307718277,0.14576002955436707,2.4206223315559328e-05,0.04905664175748825,0.375,0.5,92.46350860595703,1.9442050457000732,0.9362372926281044,,,,0.019057031720876694,0.0023976080119609833,0.006371815223246813
513,hybrid,0.2011583298444748,0.014758041128516197,0.014758041128516197,0.12196771800518036,1.9426195621490479,0.5329195261001587,0.10930391401052475,0.04817703738808632,4.359623562777415e-05,0.06424138695001602,0.25,0.875,107.66468811035156,1.0074864625930786,0.9366475432418873,,,,0.0653863400220871,0.008129874244332314,0.009302009828388691
